time_id,drive_torque,steer_angle
422,0.01,0.06
423,0.238,0.044
424,0.248,0.075
425,0.319,0.144
426,0.341,0.207
427,0.102,0.245
428,0.031,0.245
429,0.01,0.226
430,0.009,0.238
431,0.248,0.332
432,0.319,0.397
433,0.34,0.25
434,0.341,0.001
435,0.102,0.161
436,0.031,0.184
437,0.01,0.067
438,0.009,0.08
439,0.248,0.175
440,0.319,0.238
441,0.34,0.258
442,0.341,0.218
443,0.102,0.136
444,0.031,0.038
445,0.009,0.024
446,0.248,0.074
447,0.316,0.147
448,0.319,0.148
449,0.341,0.029
450,0.102,-0.084
451,0.449,-0.113
452,0.463,0.094
453,0.384,0.068
454,0.36,0.088
455,0.353,0.106
456,0.116,0.06
457,0.106,0.024
458,0.032,0.08
459,0.01,0.089
460,0.248,0.07
461,0.318,-0.019
462,0.34,-0.071
463,0.341,-0.164
464,0.102,0.239
465,0.031,0.262
466,0.009,0.203
467,0.246,0.127
468,0.316,0.079
469,0.319,0.018
470,0.341,0.059
471,0.102,0.155
472,0.031,0.206
473,0.328,0.108
474,0.343,-0.016
475,0.344,-0.066
476,0.348,-0.101
477,0.433,-0.168
478,0.375,0.263
479,0.357,0.308
480,0.353,0.21
481,0.352,0.021
482,0.106,0.096
483,0.032,0.114
484,0.01,0.089
485,0.246,0.052
486,0.305,0.022
487,0.319,0.015
488,0.341,0.054
489,0.102,0.096
490,0.031,0.143
491,0.009,0.151
492,0.2,0.118
493,0.248,0.096
494,0.319,0.063
495,0.341,0.007
496,0.432,0.016
497,0.375,0.005
498,0.361,0.025
499,0.357,0.025
500,0.594,0.018
501,0.423,0.011
502,0.387,0.011
503,0.397,0.027
504,0.397,0.031
505,0.413,0.013
506,0.466,0.015
507,0.385,0.034
508,0.36,0.047
509,0.353,0.05
510,0.155,0.024
511,0.106,0.012
512,0.032,0.017
513,0.01,0.011
514,0.248,0.053
515,0.318,0.083
516,0.337,0.085
517,0.341,0.069
518,0.102,0.052
519,0.031,0.046
520,0.369,0.02
521,0.438,0.038
522,0.421,0.069
523,0.416,-0.073
524,0.428,-0.083
525,0.535,-0.061
526,0.406,-0.018
527,0.367,-0.011
528,0.357,-0.012
529,0.355,-0.017
530,0.106,-0.049
531,0.313,-0.077
532,0.339,-0.116
533,0.389,0.135
534,0.391,0.096
535,0.421,0.035
536,0.371,0.005
537,0.357,0.028
538,0.356,0.038
539,0.352,0.044
540,0.106,-0.044
541,0.035,-0.007
542,0.032,-0.079
543,0.01,-0.136
544,0.333,0.115
545,0.43,0.059
546,0.431,0.019
547,0.491,0.008
548,0.392,0.039
549,0.364,0.04
550,0.363,0.017
551,0.354,-0.023
552,0.106,-0.099
553,0.032,0.167
554,0.01,0.201
555,0.238,0.205
556,0.248,0.185
557,0.319,0.163
558,0.341,0.154
559,0.112,0.164
560,0.102,0.184
561,0.455,0.2
562,0.537,0.206
563,0.411,0.175
564,0.406,0.118
565,0.367,0.091
566,0.355,0.098
567,0.422,0.107
568,0.372,0.102
569,0.356,0.072
570,0.489,0.039
571,0.495,0.037
572,0.441,0.067
573,0.377,0.105
574,0.578,0.142
575,0.566,0.171
576,0.415,0.178
577,0.369,0.172
578,0.357,0.181
579,0.356,0.21
580,0.107,0.204
581,0.032,0.157
582,0.01,0.122
583,0.248,0.1
584,0.318,0.087
585,0.319,0.1
586,0.341,0.132
587,0.335,0.149
588,0.346,0.147
589,0.349,0.15
590,0.35,0.145
591,0.35,0.108
592,0.105,0.036
593,0.031,0.019
594,0.285,0.024
595,0.296,0.01
596,0.377,0.142
597,0.506,0.098
598,0.56,0.077
599,0.562,0.263
600,0.536,0.178
601,0.406,0.133
602,0.369,0.248
603,0.367,0.198
604,0.355,0.104
605,0.107,0.049
606,0.035,0.101
607,0.032,0.206
608,0.01,0.294
609,0.248,0.318
610,0.319,0.278
611,0.549,0.24
612,0.479,0.268
613,0.406,0.411
614,0.388,0.524
615,0.361,0.524
616,0.353,0.524
617,0.116,0.524
618,0.047,0.524
619,0.032,0.359
620,0.01,0.395
621,0.248,0.524
622,0.319,0.524
623,0.34,0.524
624,0.341,0.524
625,0.102,0.493
626,0.031,0.524
627,0.009,0.524
628,0.248,0.524
629,0.316,0.524
630,0.319,0.524
631,0.341,0.524
632,0.102,0.524
633,0.031,0.524
634,0.009,0.494
635,0.246,0.425
636,0.248,0.524
637,0.319,0.524
638,0.341,0.524
639,0.102,0.524
640,0.031,0.524
641,0.009,0.468
642,0.2,0.227
643,0.248,0.252
644,0.319,0.524
645,0.341,0.524
646,0.102,0.524
647,0.034,0.524
648,0.031,0.524
649,0.009,0.434
650,0.248,0.276
651,0.316,0.406
652,0.319,0.524
653,0.341,0.524
654,0.102,0.524
655,0.034,0.524
656,0.031,0.524
657,0.009,0.307
658,0.179,0.166
659,0.212,0.271
660,0.213,0.524
661,0.207,0.524
662,0.191,0.524
663,0.174,0.524
664,0.173,0.521
665,0.156,0.445
666,0.141,0.455
667,0.287,0.524
668,0.322,0.524
669,0.331,0.524
670,0.344,0.524
671,0.103,0.524
672,0.031,0.496
673,0.01,0.524
674,0.009,0.524
675,0.248,0.524
676,0.319,0.524
677,0.34,0.524
678,0.341,0.524
679,0.102,0.524
680,0.031,0.524
681,0.009,0.448
682,0.248,0.336
683,0.316,0.262
684,0.319,0.239
685,0.341,0.23
686,0.102,0.199
687,0.319,0.148
688,0.423,0.112
689,0.48,0.092
690,0.494,0.096
691,0.559,0.123
692,0.414,0.14
693,0.378,0.134
694,0.369,0.105
695,0.619,0.061
696,0.433,0.029
697,0.431,0.022
698,0.374,0.021
699,0.289,0.027
700,0.405,0.045
701,0.406,0.055
702,0.583,0.055
703,0.42,0.059
704,0.371,0.06
705,0.356,0.055
706,0.117,0.048
707,0.107,0.029
708,0.032,0.01
709,0.362,0.04
710,0.447,0.04
711,0.484,-0.023
712,0.504,-0.003
713,0.504,-0.036
714,0.536,-0.062
715,0.406,0.07
716,0.367,0.069
717,0.367,0.066
718,0.355,0.045
719,0.107,0.004
720,0.032,0.028
721,0.355,0.034
722,0.43,0.021
723,0.467,-0.0
724,0.469,-0.019
725,0.489,-0.029
726,0.392,-0.032
727,0.363,0.037
728,0.354,0.045
729,0.108,0.05
730,0.047,0.034
731,0.032,0.003
732,0.321,0.025
733,0.391,0.026
734,0.452,-0.021
735,0.476,-0.006
736,0.406,-0.011
737,0.388,-0.02
738,0.361,-0.026
739,0.353,0.035
740,0.106,0.039
741,0.033,0.012
742,0.269,0.031
743,0.328,0.05
744,0.416,0.048
745,0.443,-0.034
746,0.47,-0.008
747,0.389,-0.019
748,0.386,-0.042
749,0.361,-0.061
750,0.353,0.074
751,0.116,0.06
752,0.106,0.018
753,0.032,0.028
754,0.01,0.05
755,0.311,0.043
756,0.366,-0.025
757,0.37,-0.007
758,0.37,-0.01
759,0.356,-0.02
760,0.352,-0.031
761,0.351,-0.048
762,0.351,0.057
763,0.487,0.042
764,0.391,0.004
765,0.362,0.027
766,0.417,0.035
767,0.431,0.032
768,0.374,-0.022
769,0.354,-0.006
770,0.351,-0.004
771,0.35,-0.011
772,0.35,-0.029
773,0.35,-0.045
774,0.105,0.041
775,0.033,0.03
776,0.032,0.019
777,0.009,0.006
778,0.248,0.008
779,0.378,0.025
780,0.405,0.051
781,0.368,-0.078
782,0.366,-0.076
783,0.355,-0.039
784,0.351,-0.011
785,0.115,-0.036
786,0.105,-0.011
787,0.032,-0.023
788,0.009,0.039
789,0.238,0.046
790,0.248,-0.042
791,0.319,-0.033
792,0.341,-0.03
793,0.112,-0.029
794,0.102,-0.026
795,0.031,-0.022
796,0.271,-0.017
797,0.324,-0.009
798,0.326,-0.003
799,0.343,-0.017
800,0.348,-0.029
801,0.348,0.04
802,0.582,0.052
803,0.659,0.064
804,0.696,0.073
805,0.722,0.079
806,0.723,0.083
807,0.73,0.087
808,0.705,0.086
809,0.705,0.072
810,0.679,0.05
811,0.654,0.036
812,0.589,0.04
813,0.588,0.065
814,0.502,0.101
815,0.447,0.129
816,0.479,0.139
817,0.489,0.13
818,0.489,0.117
819,0.427,0.116
820,0.373,0.136
821,0.373,0.196
822,0.357,0.293
823,0.352,0.373
824,0.106,0.409
825,0.047,0.43
826,0.032,0.457
827,0.01,0.507
828,0.248,0.524
829,0.305,0.524
830,0.319,0.524
831,0.341,0.524
832,0.102,0.524
833,0.034,0.524
834,0.013,0.524
835,0.009,0.524
836,0.248,0.524
837,0.319,0.524
838,0.341,0.524
839,0.102,0.524
840,0.034,0.524
841,0.031,0.524
842,0.009,0.497
843,0.248,0.371
844,0.251,0.39
845,0.237,0.524
846,0.234,0.524
847,0.315,0.524
848,0.34,0.524
849,0.102,0.524
850,0.034,0.401
851,0.031,0.363
852,0.009,0.426
853,0.248,0.524
854,0.318,0.524
855,0.319,0.524
856,0.341,0.524
857,0.102,0.41
858,0.031,0.244
859,0.009,0.301
860,0.238,0.514
861,0.248,0.524
862,0.319,0.524
863,0.341,0.524
864,0.102,0.524
865,0.031,0.047
866,0.013,0.171
867,0.009,0.204
868,0.248,0.344
869,0.318,0.333
870,0.34,0.461
871,0.341,0.524
872,0.102,0.524
873,0.031,0.524
874,0.009,0.524
875,0.246,0.524
876,0.251,0.524
877,0.251,0.524
878,0.32,0.524
879,0.272,0.524
880,0.327,0.452
881,0.098,0.342
882,0.032,0.451
883,0.013,0.524
884,0.009,0.524
885,0.179,0.524
886,0.212,0.524
887,0.207,0.524
888,0.191,0.524
889,0.28,0.38
890,0.302,0.226
891,0.336,0.226
892,0.346,0.268
893,0.104,0.319
894,0.034,0.431
895,0.031,0.524
896,0.009,0.524
897,0.248,0.524
898,0.383,0.415
899,0.389,0.216
900,0.473,0.109
901,0.388,0.176
902,0.362,0.524
903,0.361,0.524
904,0.353,0.144
905,0.106,0.026
906,0.106,0.029
907,0.014,0.031
908,0.01,0.029
909,0.248,0.021
910,0.319,0.012
911,0.34,0.007
912,0.341,0.007
913,0.102,0.012
914,0.031,0.022
915,0.01,0.033
916,0.009,0.042
917,0.51,0.037
918,0.0,0.027
