id,session_time_ms,race_time_ms,frame_id,filename,soc,drive_torque,steer_angle,status,pos_x,pos_y,pos_z,yaw,error_code
124,2386,0,124,frame_000124.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
125,2443,0,125,frame_000125.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
126,2495,0,126,frame_000126.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
127,2546,0,127,frame_000127.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
128,2598,0,128,frame_000128.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
129,2648,0,129,frame_000129.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
130,2699,0,130,frame_000130.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
131,2751,0,131,frame_000131.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
132,2804,0,132,frame_000132.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
133,2856,0,133,frame_000133.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
134,2907,0,134,frame_000134.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
135,2960,0,135,frame_000135.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
136,3012,0,136,frame_000136.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
137,3066,0,137,frame_000137.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
138,3117,0,138,frame_000138.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
139,3169,0,139,frame_000139.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
140,3220,0,140,frame_000140.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
141,3272,0,141,frame_000141.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
142,3325,0,142,frame_000142.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
143,3375,0,143,frame_000143.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
144,3425,0,144,frame_000144.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
145,3477,0,145,frame_000145.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
146,3530,0,146,frame_000146.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
147,3584,0,147,frame_000147.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
148,3637,0,148,frame_000148.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
149,3688,0,149,frame_000149.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
150,3740,0,150,frame_000150.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
151,3791,0,151,frame_000151.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
152,3843,0,152,frame_000152.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
153,3894,0,153,frame_000153.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
154,3944,0,154,frame_000154.jpg,1.000,0.000,0.000,StartSequence,-0.700005,0.004351,0.000000,0.000,999
155,3996,41,155,frame_000155.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
156,4049,94,156,frame_000156.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
157,4100,145,157,frame_000157.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
158,4152,197,158,frame_000158.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
159,4204,249,159,frame_000159.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
160,4257,302,160,frame_000160.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
161,4310,355,161,frame_000161.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
162,4362,407,162,frame_000162.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
163,4415,460,163,frame_000163.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
164,4468,513,164,frame_000164.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
165,4520,565,165,frame_000165.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
166,4571,616,166,frame_000166.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
167,4621,666,167,frame_000167.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.000000,0.000,999
168,4673,718,168,frame_000168.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.002517,0.000,999
169,4725,770,169,frame_000169.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.014621,0.000,999
170,4777,822,170,frame_000170.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.039127,0.000,999
171,4829,874,171,frame_000171.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004351,0.070592,0.000,999
172,4879,924,172,frame_000172.jpg,1.000,0.000,0.000,Lap0,-0.700005,0.004350,0.113571,0.000,999
173,4931,976,173,frame_000173.jpg,1.000,0.000,0.000,Lap0,-0.700006,0.004349,0.169750,0.000,999
174,4985,1030,174,frame_000174.jpg,1.000,0.000,0.000,Lap0,-0.700006,0.004347,0.232964,0.000,999
175,5037,1082,175,frame_000175.jpg,0.999,0.000,0.000,Lap0,-0.700006,0.004344,0.297500,0.000,999
176,5090,1135,176,frame_000176.jpg,0.999,0.000,0.000,Lap0,-0.700006,0.004687,0.364558,0.000,999
177,5144,1189,177,frame_000177.jpg,0.999,0.000,0.000,Lap0,-0.700006,0.005328,0.434553,0.000,999
178,5195,1240,178,frame_000178.jpg,0.999,0.000,0.000,Lap0,-0.700006,0.007557,0.506023,0.001,999
179,5247,1292,179,frame_000179.jpg,0.999,0.000,0.000,Lap0,-0.700009,0.004475,0.584044,-0.067,999
180,5299,1344,180,frame_000180.jpg,0.999,0.000,0.000,Lap0,-0.700070,0.004934,0.652395,-0.037,999
181,5350,1395,181,frame_000181.jpg,0.999,0.000,0.000,Lap0,-0.700079,0.004399,0.718036,0.078,999
182,5405,1450,182,frame_000182.jpg,0.999,0.000,0.000,Lap0,-0.699941,0.005764,0.789289,0.263,999
183,5457,1502,183,frame_000183.jpg,0.999,0.000,0.000,Lap0,-0.699565,0.005277,0.858822,0.563,999
184,5509,1554,184,frame_000184.jpg,0.998,0.000,0.000,Lap0,-0.698839,0.005004,0.927550,0.787,999
185,5562,1607,185,frame_000185.jpg,0.998,0.000,0.000,Lap0,-0.697831,0.006682,0.999770,0.861,999
186,5614,1659,186,frame_000186.jpg,0.998,0.000,0.000,Lap0,-0.696681,0.005360,1.072007,1.085,999
187,5664,1709,187,frame_000187.jpg,0.998,0.000,0.000,Lap0,-0.695334,0.005321,1.139954,1.337,999
188,5717,1762,188,frame_000188.jpg,0.998,0.000,0.000,Lap0,-0.693752,0.004417,1.208657,1.333,999
189,5768,1813,189,frame_000189.jpg,0.998,0.000,0.000,Lap0,-0.692232,0.005742,1.274876,1.223,999
190,5825,1870,190,frame_000190.jpg,0.998,0.000,0.000,Lap0,-0.690694,0.005129,1.349287,1.007,999
191,5875,1920,191,frame_000191.jpg,0.998,0.000,0.000,Lap0,-0.689538,0.005262,1.415820,0.916,999
192,5928,1973,192,frame_000192.jpg,0.998,0.000,0.000,Lap0,-0.688396,0.005774,1.487679,0.840,999
193,5982,2027,193,frame_000193.jpg,0.998,0.000,0.000,Lap0,-0.686661,0.004349,1.547626,0.965,999
194,6041,2086,194,frame_000194.jpg,0.998,0.000,0.000,Lap0,-0.684124,0.003612,1.574157,1.877,999
195,6092,2137,195,frame_000195.jpg,0.998,0.000,0.000,Lap0,-0.682496,0.003489,1.582955,2.934,999
196,6144,2189,196,frame_000196.jpg,0.998,0.000,0.000,Lap0,-0.681256,0.003505,1.588740,3.702,999
197,6194,2239,197,frame_000197.jpg,0.998,0.000,0.000,Lap0,-0.680849,0.003557,1.590401,4.155,999
198,6249,2294,198,frame_000198.jpg,0.998,0.000,0.000,Lap0,-0.681400,0.003622,1.582608,4.296,999
199,6301,2346,199,frame_000199.jpg,0.998,0.000,0.000,Lap0,-0.679953,0.003683,1.594574,4.265,999
200,6353,2398,200,frame_000200.jpg,0.998,0.000,0.000,Lap0,-0.673841,0.003738,1.618609,5.952,999
201,6404,2449,201,frame_000201.jpg,0.998,0.000,0.000,Lap0,-0.663714,0.003787,1.651804,9.069,999
202,6457,2502,202,frame_000202.jpg,0.998,0.000,0.000,Lap0,-0.657630,0.003836,1.663805,12.848,999
203,6509,2554,203,frame_000203.jpg,0.998,0.000,0.000,Lap0,-0.654275,0.003880,1.669325,15.356,999
204,6563,2608,204,frame_000204.jpg,0.998,0.000,0.000,Lap0,-0.649270,0.003921,1.682385,16.509,999
205,6615,2660,205,frame_000205.jpg,0.997,0.000,0.000,Lap0,-0.637151,0.003957,1.706375,18.752,999
206,6666,2711,206,frame_000206.jpg,0.997,0.000,0.000,Lap0,-0.619058,0.003987,1.738238,22.133,999
207,6718,2763,207,frame_000207.jpg,0.997,0.000,0.000,Lap0,-0.594090,0.004014,1.775987,26.701,999
208,6769,2813,208,frame_000208.jpg,0.997,0.000,0.000,Lap0,-0.562856,0.004515,1.817792,31.685,999
209,6824,2869,209,frame_000209.jpg,0.997,0.000,0.000,Lap0,-0.527566,0.006298,1.858647,37.418,999
210,6875,2920,210,frame_000210.jpg,0.997,0.000,0.000,Lap0,-0.510119,0.004531,1.872869,41.936,999
211,6928,2973,211,frame_000211.jpg,0.997,0.000,0.000,Lap0,-0.502205,0.003645,1.877559,45.109,999
212,6978,3023,212,frame_000212.jpg,0.997,0.000,0.000,Lap0,-0.498609,0.003456,1.879558,45.993,999
213,7031,3076,213,frame_000213.jpg,0.997,0.000,0.000,Lap0,-0.495488,0.003449,1.882315,46.411,999
214,7084,3129,214,frame_000214.jpg,0.997,0.000,0.000,Lap0,-0.478114,0.003501,1.893821,47.627,999
215,7134,3179,215,frame_000215.jpg,0.997,0.000,0.000,Lap0,-0.452965,0.003562,1.909505,50.199,999
216,7185,3230,216,frame_000216.jpg,0.997,0.000,0.000,Lap0,-0.414082,0.003622,1.931818,53.921,999
217,7238,3283,217,frame_000217.jpg,0.997,0.000,0.000,Lap0,-0.395194,0.003848,1.938516,58.586,999
218,7292,3337,218,frame_000218.jpg,0.997,0.000,0.000,Lap0,-0.382613,0.003847,1.942136,62.289,999
219,7345,3390,219,frame_000219.jpg,0.997,0.000,0.000,Lap0,-0.371990,0.003878,1.945576,64.490,999
220,7395,3440,220,frame_000220.jpg,0.997,0.000,0.000,Lap0,-0.370597,0.003914,1.945574,64.937,999
221,7445,3490,221,frame_000221.jpg,0.997,0.000,0.000,Lap0,-0.372980,0.003933,1.945933,64.408,999
222,7499,3544,222,frame_000222.jpg,0.997,0.000,0.000,Lap0,-0.371683,0.003943,1.947623,64.497,999
223,7549,3594,223,frame_000223.jpg,0.997,0.000,0.000,Lap0,-0.355897,0.004262,1.951998,65.967,999
224,7603,3648,224,frame_000224.jpg,0.997,0.000,0.000,Lap0,-0.351426,0.004694,1.951950,68.142,999
225,7652,3697,225,frame_000225.jpg,0.997,0.000,0.000,Lap0,-0.346608,0.004390,1.952792,69.475,999
226,7707,3752,226,frame_000226.jpg,0.997,0.000,0.000,Lap0,-0.356062,0.004376,1.953707,69.830,999
227,7757,3802,227,frame_000227.jpg,0.997,0.000,0.000,Lap0,-0.368553,0.005000,1.950949,68.461,999
228,7809,3854,228,frame_000228.jpg,0.997,0.000,0.000,Lap0,-0.374031,0.004962,1.948886,67.890,999
229,7863,3907,229,frame_000229.jpg,0.997,0.000,0.000,Lap0,-0.376818,0.004297,1.947745,67.709,999
230,7916,3961,230,frame_000230.jpg,0.997,0.000,0.000,Lap0,-0.372252,0.003948,1.949589,67.662,999
231,7970,4015,231,frame_000231.jpg,0.997,0.000,0.000,Lap0,-0.350896,0.004228,1.958329,67.648,999
232,8023,4068,232,frame_000232.jpg,0.997,0.000,0.000,Lap0,-0.320158,0.004175,1.970919,67.633,999
233,8075,4120,233,frame_000233.jpg,0.997,0.000,0.000,Lap0,-0.277618,0.004768,1.988397,67.611,999
234,8127,4172,234,frame_000234.jpg,0.996,0.000,0.000,Lap0,-0.222062,0.007542,2.011270,67.595,999
235,8180,4224,235,frame_000235.jpg,0.996,0.000,0.000,Lap0,-0.235436,0.005490,2.009367,66.846,999
236,8229,4274,236,frame_000236.jpg,0.996,0.000,0.000,Lap0,-0.234256,0.005190,2.009890,66.638,999
237,8280,4325,237,frame_000237.jpg,0.996,0.000,0.000,Lap0,-0.230948,0.004371,2.011159,66.692,999
238,8333,4378,238,frame_000238.jpg,0.996,0.000,0.000,Lap0,-0.231065,0.003824,2.011322,66.709,999
239,8385,4430,239,frame_000239.jpg,0.996,0.000,0.000,Lap0,-0.216606,0.003870,2.015627,67.241,999
240,8438,4483,240,frame_000240.jpg,0.996,0.000,0.000,Lap0,-0.198475,0.003713,2.019056,69.101,999
241,8491,4536,241,frame_000241.jpg,0.996,0.000,0.000,Lap0,-0.192121,0.003676,2.019643,71.059,999
242,8546,4590,242,frame_000242.jpg,0.996,0.000,0.000,Lap0,-0.174614,0.003707,2.023140,72.576,999
243,8598,4643,243,frame_000243.jpg,0.996,0.000,0.000,Lap0,-0.155756,0.003752,2.024333,75.057,999
244,8651,4696,244,frame_000244.jpg,0.996,0.000,0.000,Lap0,-0.148579,0.003801,2.024189,77.083,999
245,8703,4748,245,frame_000245.jpg,0.996,0.000,0.000,Lap0,-0.140835,0.003847,2.025301,78.342,999
246,8753,4798,246,frame_000246.jpg,0.996,0.000,0.000,Lap0,-0.138386,0.003889,2.025102,79.159,999
247,8805,4850,247,frame_000247.jpg,0.996,0.000,0.000,Lap0,-0.122397,0.003926,2.025139,80.402,999
248,8857,4902,248,frame_000248.jpg,0.996,0.000,0.000,Lap0,-0.094343,0.004030,2.024630,82.897,999
249,8909,4954,249,frame_000249.jpg,0.996,0.000,0.000,Lap0,-0.053334,0.005563,2.022805,86.473,999
250,8962,5007,250,frame_000250.jpg,0.996,0.000,0.000,Lap0,-0.007107,0.005254,2.020289,90.288,999
251,9012,5057,251,frame_000251.jpg,0.996,0.000,0.000,Lap0,0.011694,0.004668,2.015690,93.718,999
252,9064,5109,252,frame_000252.jpg,0.996,0.000,0.000,Lap0,0.018442,0.003736,2.013110,96.336,999
253,9116,5161,253,frame_000253.jpg,0.996,0.000,0.000,Lap0,0.023315,0.003501,2.011436,97.531,999
254,9168,5213,254,frame_000254.jpg,0.996,0.000,0.000,Lap0,0.028488,0.003484,2.010490,98.205,999
255,9220,5265,255,frame_000255.jpg,0.996,0.000,0.000,Lap0,0.032030,0.003531,2.008917,98.716,999
256,9273,5318,256,frame_000256.jpg,0.996,0.000,0.000,Lap0,0.056130,0.003593,2.000701,100.438,999
257,9325,5369,257,frame_000257.jpg,0.996,0.000,0.000,Lap0,0.091136,0.003651,1.987339,103.613,999
258,9377,5422,258,frame_000258.jpg,0.996,0.000,0.000,Lap0,0.137455,0.003705,1.966902,108.024,999
259,9429,5474,259,frame_000259.jpg,0.996,0.000,0.000,Lap0,0.188895,0.005673,1.939707,113.246,999
260,9482,5527,260,frame_000260.jpg,0.996,0.000,0.000,Lap0,0.238288,0.005483,1.911167,118.370,999
261,9533,5578,261,frame_000261.jpg,0.996,0.000,0.000,Lap0,0.257792,0.004879,1.894293,122.897,999
262,9584,5629,262,frame_000262.jpg,0.996,0.000,0.000,Lap0,0.264349,0.003974,1.886516,126.113,999
263,9637,5682,263,frame_000263.jpg,0.996,0.000,0.000,Lap0,0.267399,0.003731,1.882516,127.650,999
264,9690,5735,264,frame_000264.jpg,0.996,0.000,0.000,Lap0,0.267360,0.003700,1.882359,127.340,999
265,9742,5787,265,frame_000265.jpg,0.995,0.000,0.000,Lap0,0.276810,0.003730,1.873103,128.196,999
266,9795,5840,266,frame_000266.jpg,0.995,0.000,0.000,Lap0,0.294433,0.003775,1.853116,130.230,999
267,9848,5893,267,frame_000267.jpg,0.995,0.000,0.000,Lap0,0.319223,0.003820,1.822648,133.662,999
268,9898,5943,268,frame_000268.jpg,0.995,0.000,0.000,Lap0,0.348607,0.003859,1.782395,138.055,999
269,9952,5997,269,frame_000269.jpg,0.995,0.000,0.000,Lap0,0.376237,0.005475,1.736916,143.443,999
270,10003,6048,270,frame_000270.jpg,0.995,0.000,0.000,Lap0,0.383935,0.005111,1.715486,148.402,999
271,10057,6102,271,frame_000271.jpg,0.995,0.000,0.000,Lap0,0.386441,0.004631,1.705455,151.859,999
272,10109,6153,272,frame_000272.jpg,0.995,0.000,0.000,Lap0,0.386994,0.004438,1.702343,153.940,999
273,10159,6204,273,frame_000273.jpg,0.995,0.000,0.000,Lap0,0.386322,0.004381,1.703176,155.089,999
274,10210,6255,274,frame_000274.jpg,0.995,0.000,0.000,Lap0,0.386124,0.004363,1.703304,155.314,999
275,10264,6309,275,frame_000275.jpg,0.995,0.000,0.000,Lap0,0.386326,0.004357,1.702983,155.400,999
276,10317,6362,276,frame_000276.jpg,0.995,0.000,0.000,Lap0,0.386348,0.004355,1.702848,155.445,999
277,10370,6415,277,frame_000277.jpg,0.995,0.000,0.000,Lap0,0.386362,0.004354,1.702775,155.469,999
278,10422,6466,278,frame_000278.jpg,0.995,0.000,0.000,Lap0,0.386378,0.004354,1.702739,155.479,999
279,10473,6518,279,frame_000279.jpg,0.995,0.000,0.000,Lap0,0.386389,0.004354,1.702719,155.481,999
280,10525,6570,280,frame_000280.jpg,0.995,0.000,0.000,Lap0,0.386396,0.004354,1.702707,155.482,999
281,10577,6622,281,frame_000281.jpg,0.995,0.000,0.000,Lap0,0.387693,0.004354,1.699868,155.482,999
282,10630,6675,282,frame_000282.jpg,0.995,0.000,0.000,Lap0,0.391682,0.004353,1.691125,155.482,999
283,10682,6727,283,frame_000283.jpg,0.995,0.000,0.000,Lap0,0.402941,0.004352,1.666446,155.483,999
284,10734,6779,284,frame_000284.jpg,0.995,0.000,0.000,Lap0,0.420297,0.004351,1.628403,155.484,999
285,10786,6831,285,frame_000285.jpg,0.995,0.000,0.000,Lap0,0.443259,0.004348,1.578067,155.486,999
286,10839,6883,286,frame_000286.jpg,0.995,0.000,0.000,Lap0,0.469103,0.004426,1.521415,155.501,999
287,10889,6934,287,frame_000287.jpg,0.995,0.000,0.000,Lap0,0.495479,0.005101,1.463525,155.563,999
288,10943,6988,288,frame_000288.jpg,0.995,0.000,0.000,Lap0,0.525177,0.007057,1.398057,155.698,999
289,10996,7041,289,frame_000289.jpg,0.994,0.000,0.000,Lap0,0.557582,0.005938,1.326218,155.627,999
290,11047,7092,290,frame_000290.jpg,0.994,0.000,0.000,Lap0,0.543805,0.005142,1.292545,155.359,999
291,11098,7143,291,frame_000291.jpg,0.994,0.000,0.000,Lap0,0.553785,0.006048,1.252406,155.679,999
292,11150,7195,292,frame_000292.jpg,0.994,0.000,0.000,Lap0,0.578232,0.005708,1.194118,157.072,999
293,11201,7246,293,frame_000293.jpg,0.994,0.000,0.000,Lap0,0.602124,0.005357,1.131095,159.152,999
294,11254,7299,294,frame_000294.jpg,0.994,0.000,0.000,Lap0,0.620696,0.004607,1.067882,161.416,999
295,11307,7352,295,frame_000295.jpg,0.994,0.000,0.000,Lap0,0.620533,0.005549,1.012566,164.432,999
296,11360,7404,296,frame_000296.jpg,0.994,0.000,0.000,Lap0,0.605413,0.005582,0.972551,167.940,999
297,11410,7455,297,frame_000297.jpg,0.994,0.000,0.000,Lap0,0.612593,0.006839,0.915193,171.351,999
298,11463,7507,298,frame_000298.jpg,0.993,0.000,0.000,Lap0,0.621150,0.006021,0.843281,174.445,999
299,11515,7560,299,frame_000299.jpg,0.993,0.000,0.000,Lap0,0.627052,0.004419,0.776460,176.160,999
300,11566,7611,300,frame_000300.jpg,0.993,0.000,0.000,Lap0,0.631182,0.004710,0.711487,176.974,999
301,11617,7662,301,frame_000301.jpg,0.993,0.000,0.000,Lap0,0.634404,0.004451,0.647099,177.323,999
302,11667,7712,302,frame_000302.jpg,0.993,0.000,0.000,Lap0,0.637351,0.006042,0.582559,177.362,999
303,11719,7764,303,frame_000303.jpg,0.993,0.000,0.000,Lap0,0.640578,0.005588,0.513472,177.052,999
304,11771,7816,304,frame_000304.jpg,0.993,0.000,0.000,Lap0,0.644167,0.004774,0.444880,176.747,999
305,11822,7867,305,frame_000305.jpg,0.993,0.000,0.000,Lap0,0.648768,0.006363,0.377242,176.467,999
306,11873,7918,306,frame_000306.jpg,0.993,0.000,0.000,Lap0,0.654315,0.004762,0.308287,175.967,999
307,11926,7971,307,frame_000307.jpg,0.992,0.000,0.000,Lap0,0.660135,0.005939,0.239238,175.393,999
308,11978,8023,308,frame_000308.jpg,0.992,0.000,0.000,Lap0,0.665985,0.004821,0.169157,175.031,999
309,12029,8074,309,frame_000309.jpg,0.992,0.000,0.000,Lap0,0.671777,0.006284,0.103359,174.826,999
310,12080,8125,310,frame_000310.jpg,0.992,0.000,0.000,Lap0,0.678103,0.005481,0.033999,174.694,999
311,12131,8176,311,frame_000311.jpg,0.992,0.000,0.000,Lap0,0.684384,0.004714,-0.033333,174.615,999
312,12182,8227,312,frame_000312.jpg,0.992,0.000,0.000,Lap0,0.690750,0.005800,-0.100752,174.569,999
313,12233,8278,313,frame_000313.jpg,0.992,0.000,0.000,Lap0,0.697294,0.004629,-0.169427,174.521,999
